index,adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count,BBC Name
18,False,,[],1164620,en,Inside Out,"Inside Out is a short experimental documentary film about the dancers and artists that are training at the Indoni Dance, Arts and Leadership Academy. Several abstract dance performances tell a story of misfortune, determination and self acceptance, weaved through group and individual, improvised and choreographed dance sequences. Eighteen dancers, each with their own specific style and hand-made costumes and masks, a psychedelic tribe is formed and comes to life through the unison of their movements and bodies.",0.6,,,Inside Out,False,0.0,0,Inside Out
19,False,,[],754792,en,Inside Out,"A home movie of Norwich, Vermont",0.6,/uPlHCWfrMUVlW4QHx3iE9qjd80e.jpg,1978-10-01,Inside Out,False,0.0,0,Inside Out
0,False,/3fmdCISiTXmRdZMdGd6b0GemRUa.jpg,"[12, 18, 28, 10749]",146,zh,卧虎藏龍,"Two warriors in pursuit of a stolen sword and a notorious fugitive are led to an impetuous, physically-skilled, teenage nobleman's daughter, who is at a crossroads in her life.",21.354,/iNDVBFNz4XyYzM9Lwip6atSTFqf.jpg,2000-07-06,"Crouching Tiger, Hidden Dragon",False,7.42,3021,"Crouching Tiger, Hidden Dragon"
1,False,/tbI9gKob6wQ1Uak5UlecZK0F2KZ.jpg,"[28, 12, 18]",263341,en,"Crouching Tiger, Hidden Dragon: Sword of Destiny","A story of lost love, young love, a legendary sword and one last opportunity at redemption.",20.493,/te3aeAyhkfqgpa5BSTq3oNxGqQD.jpg,2016-02-18,"Crouching Tiger, Hidden Dragon: Sword of Destiny",False,6.1,607,"Crouching Tiger, Hidden Dragon"
2,False,,[16],768877,fr,Short cuts: Tigre et Dragon de Ang Lee,"Crouching Tiger, Hidden Dragon, told in a 1 minute animation.",1.096,/gP0FRWqD5ibWxEpNoJRGfpIys8g.jpg,2016-07-03,"Crouching Tiger, Hidden Dragon, in 1 minute",False,0.0,0,"Crouching Tiger, Hidden Dragon"
3,False,,[28],73344,en,"New Crouching Tiger, Hidden Dragon","Yuk Jiao Lung takes up kung fu with the former rebel master Jade Fox as a way to escape an undesirable arranged marriage, while simultaneously, sword master Li Mu Bai falls in love with Yu Shu Lien when she arrives to avenge the murder of her parents. When the Green Destiny Sword turns up stolen, and the notorious female thief Jade Fox arrives to finish the ordeal, the four become enmeshed in a tangle of adventure, vengeance, and betrayal.",0.6,/2Sc2nIR1aFFA3x4tj1lXXdx6pkh.jpg,2004-06-22,"New Crouching Tiger, Hidden Dragon",False,4.9,7,"Crouching Tiger, Hidden Dragon"
4,False,,[99],673160,en,"Crouching Tiger, Hidden Dragon - A Retrospective","A three-part feature in which Cultural Critic/Film Journalist Tasha R. Robinson interviews three key members of the filmmaking team. The first features Director Ang Lee discussing the film in In Conversation with Ang Lee. In Conversation with Tim Squyres looks at how the American-born Editor cut the film, which was shot in Mandarin. Finally, In Conversation with James Schamus features the Screenwriter and Producer discussing the film's worldwide success and his relationship with Ang Lee.",0.9,,2016-10-18,"Crouching Tiger, Hidden Dragon - A Retrospective",True,0.0,0,"Crouching Tiger, Hidden Dragon"
0,False,/w7Z4BVMin49voNN61IUWyN9DopV.jpg,"[18, 10749]",86837,fr,Amour,"Georges and Anne are in their eighties. They are cultivated, retired music teachers. Their daughter, who is also a musician, lives abroad with her family. One day, Anne has a stroke, and the couple's bond of love is severely tested.",14.164,/lRWvyGCmQzDT0ff5sOY0MWKRP6i.jpg,2012-09-20,Amour,False,7.8,1518,Amour
1,False,,"[18, 10749]",183990,da,Amour,"This three-part movie begins with a young woman married to an older, cold-hearted man in the year 1200. Two rivals have a swordfight over the affections of the woman. Part two takes place in 1910 and finds an amorously unfaithful wife taking on her many lovers while her unsuspecting husband lurks nearby. The final part finds a count and countess engaging in extramarital affairs in France during the 1840s.",1.58,/9MBcQ4jmASUE3JPBqADw0vfBirT.jpg,1970-08-06,Amour,False,5.5,2,Amour
2,False,,[99],498250,fr,Amour,"Using a rostrum camera, Raymond Depardon films a long series of photos, from the narrow streets of Paris to the endless desert, accompanied by original sounds of the city. A Cartier Foundation initiative for the contemporary arts.",0.6,/zmXCXqrseYxQcpaXGjplNP28DBN.jpg,1997-01-01,Amour,False,0.0,0,Amour
3,False,,[18],1086646,en,Amour,Michael and Lisa have a date in a record store.,0.6,/oJRGgJwacPtLAPIR2IMBjnZn8te.jpg,2023-02-14,Amour,False,0.0,0,Amour
4,False,,"[10749, 35]",937568,en,Amour,A girl and a boy get ready for a date.,0.6,/lGvG7DtkAr0aUwUBwLw7iVGg26e.jpg,2022-02-10,Amour,False,0.0,0,Amour
5,False,,"[10749, 18]",850499,en,Amour,"Being an unorthodox and loose adaptation of the classic myth of Orpheus and Eurydice, Amour focuses more on the isolationism from everyone else than the love between the two. The myth is rewritten to further explore the themes of isolationism and existentialism through seemingly the only two people in the universe Béla and Danny.",0.6,/uOi2pr5hby3oWaxvlMnkrlqvgTS.jpg,2020-11-08,Amour,False,0.0,0,Amour
6,False,/jhdmAYEWSKhpCAFnylHruuojIvO.jpg,[35],1186704,fr,Amour,,1.566,/crl0cCs4VnFNLLG14hDM9RVTfQC.jpg,2023-09-27,Amour,False,0.0,0,Amour
7,False,/nHmxbmwGmbY6p5i5Soal4ZJNrTq.jpg,"[18, 36, 10749]",5544,fr,Hiroshima mon amour,"The deep conversation between a Japanese architect and a French actress forms the basis of this celebrated French film, considered one of the vanguard productions of the French New Wave. Set in Hiroshima after the end of World War II, the couple -- lovers turned friends -- recount, over many hours, previous romances and life experiences. The two intertwine their stories about the past with pondering the devastation wrought by the atomic bomb dropped on the city.",16.019,/adLWFW0JC8f3wjhnfBnHlf85Poh.jpg,1959-06-10,Hiroshima Mon Amour,False,7.751,749,Amour
8,False,/psO9rAgV8cMNM0ALL66bYkX3PJq.jpg,"[18, 10749]",2282,fr,À nos amours,"Fifteen-year-old Suzanne seeks refuge from a disintegrating family in a series of impulsive, promiscuous affairs. Her fulsome sexuality further ratchets up the suppressed passions of her narcissistic brother, insecure mother and brooding, authoritarian father.",11.023,/OxIWcXv60re0vhgPLv0e2Zto7.jpg,1983-11-16,A Nos Amours,False,6.8,178,Amour
9,False,/zcY5MpaNI7pSnxf4IcOMQ2xKICT.jpg,[18],11985,zh,愛情萬歲,"Three lonely young denizens of Taipei unknowingly share an apartment: May, a real estate agent who uses it for her sexual affairs; Ah-jung, her current lover; and Hsiao-kang, who's stolen the key and uses the apartment as a retreat.",12.914,/i60TuLXoZQaU9dJlClWf5kNdoKE.jpg,1995-03-02,Vive L'Amour,False,7.1,112,Amour
10,False,/bX95oMEIr687QZs5iP56QSNVeDZ.jpg,[99],57448,fr,L'Amour fou,"This documentary examines the life and work of the late fashion designer Yves Saint-Laurent, recounting how a frail prodigy prone to bouts of depression became an icon of the fashion world. Initially appointed head of the House of Dior in 1957 before growing into a globally recognized designer in his own right, Saint-Laurent overcomes his struggles with substance abuse, accumulating a large art collection alongside his lifelong personal and professional partner, Pierre Bergé.",6.183,/cyhHrsctbYqNDMIUCHVEYKQYR8t.jpg,2010-09-22,L'Amour Fou,False,7.047,32,Amour
11,False,/mcmo8081tivBic8AkJGy5zfRDCc.jpg,"[18, 10749, 35]",416186,fr,Le Redoutable,"In 1967, during the making of “La Chinoise,” film director Jean-Luc Godard falls in love with 19-year-old actress Anne Wiazemsky and marries her.",16.562,/JfAE5Pj1Qqv7Ij5DaUG0QoZC97.jpg,2017-06-24,Godard Mon Amour,False,6.683,336,Amour
12,False,/1oeJpjY8opYIWSIyxJD2X6HYvMi.jpg,[18],835970,fr,Mi iubita mon amour,"Jeanne is traveling to Romania to celebrate her bachelorette party with her friends when she meets Nino and her family. They are worlds away from one another, yet for the two of them it is the beginning of a passionate and timeless summer.",1.677,/oER6ywa42pEx102TgGJynYEfRXd.jpg,2022-07-13,"Mi Iubita, Mon Amour",False,4.1,15,Amour
13,False,/b8o8NEFywz1gofrJKoOdu9G1cLT.jpg,"[18, 35, 10749]",725561,ar,غزة مُونامور,"Gaza, today. Sixty-year-old fisherman Issa is secretly in love with Siham, a woman who works at the market with her daughter Leila. When he discovers an ancient phallic statue of Apollo in his fishing nets, Issa hides it, not knowing what to do with this mysterious and potent treasure. Yet deep inside, he feels that this discovery will change his life forever. Strangely, his confidence starts to grow and eventually he decides to approach Siham.",6.359,/slznW1Vgp3kS3g6VfaV5OZG4Lpg.jpg,2021-06-04,Gaza Mon Amour,False,6.025,20,Amour
14,False,/2dxcv1NRyPWFyZROuvgcnYyae6Z.jpg,"[18, 35, 10749]",266044,de,Amour fou,"Heinrich wishes to conquer death through love, and when he meets Henriette, the wife of a business acquaintance, she expresses interest in a suicide pact when she learns she has a terminal illness.",5.978,/x5AZN9GAzWg9XlgMhDaCuVq48Gi.jpg,2014-05-16,Amour Fou,False,6.375,36,Amour
15,False,/41VxOlXJVgWyS03FNbO0w1Gk1sM.jpg,"[35, 28]",13711,fr,L'Amour aux trousses,"Franck and Paul are working as team buddies in their Paris police unit. They are sent on a mission in Toulon to solve a drug traffic mystery, but things get out of hand when Paul learns that Franck has an affair with Valeria, his wife, who also happens to work in the police forces...",4.824,/pdMOFz3sc0cCgs2W7XOYOtvFh3k.jpg,2005-06-29,L'amour aux Trousses,False,4.542,24,Amour
16,False,/iUgvTjYY8rjQ5omQmVmHrt7iWxj.jpg,"[35, 10749]",329253,ko,장수상회,"Sung-Chil works at the Jang-Soo Store which is owned by Jang-Soo. Sung-Chil is stubborn and has a bad temper, but he changes after meeting Geum-Nim. Geun-Nim runs a flower shop and her daughter Min-Jung does not like her meeting Sung-Chil.",5.657,/zOaSxeHzzDym3Qsxwi3fF6myfT5.jpg,2015-04-09,Salut d'Amour,False,7.9,18,Amour
17,False,/2EzK2v1Z9wzDGP8ZpWzKi9tQX3y.jpg,"[18, 10749]",51241,fr,Les amours imaginaires,"Francis is a young gay man, Marie is a young straight woman and the two of them are best friends -- until the day the gorgeous Nicolas walks into a Montreal coffee shop. The two friends, instantly and equally infatuated, compete for Nicolas' indeterminate affections, a conflict that climaxes when the trio visit the vacation home of Nicolas' mother. The frothy comedy unfolds through narrative, fantasy sequences and confessional monologues.",18.308,/AgsocxzosJ3yPRDuvj3h5kwoGy9.jpg,2010-09-29,Heartbeats,False,7.138,986,Amour
18,False,/umJunDHLNndfbDXhZku3mivxTGM.jpg,"[18, 10752]",172649,cn,何日君再來,A tragic love story set against the always volatile and oftenviolent backdrop of Shanghai during the Japanese occupation and at the opening of the Pacific Theater of the Second World War. A nightclub singer becomes involved with both a member of the Chinese resistance and an officer of the Japanese army.,3.901,/y77GwVsk1iW3vlhN91O9STbIOB4.jpg,1991-03-28,"Au Revoir, Mon Amour",False,5.3,6,Amour
19,False,,[99],678378,fr,"Colette, Mon Amour","2017. Rue Saint Honoré, Paris. Colette, the concept store that has revolutionized trends and pop culture for 20 years, is closing. At the peak of its success and influence. Colette closes its doors, just as it opened them in 1997. Why this sudden decision?  All the greatest creators and artists are there, alongside Colette’s faithful team, to share their memories of the Parisian concept shop and its effect on the fashion industry and youth culture.",2.38,/46NWO4cHY1836VoipsCcOOZlJrk.jpg,2020-08-09,"Colette, Mon Amour",False,10.0,1,Amour
0,False,,[],249578,pt,Tabu,"The fictional encounter in Rio de Janeiro, Brazil (in the 30s) between popular songwriter Lamartine Babo and inconoclast poet and playwright Oswald de Andrade.",63.351,/odjPTUxDBqq1tgInWEfCGZsqJdJ.jpg,1983-03-10,Tabu,False,6.1,10,Tabu
1,False,/gQl49yeF5obPM4V0jaAZjBcxMgc.jpg,"[18, 10749]",93858,pt,Tabu,"Lisbon, Portugal, 2010. Pilar, a pious woman devoted to social causes, maintains a peculiar relationship with her neighbor Aurora, a temperamental old woman obsessed with gambling who lives tormented by a mysterious past.",13.139,/mtr1ztUkJs6jsYdzK3gBLsuffr4.jpg,2012-04-05,Tabu,False,7.0,147,Tabu
2,False,/jLtiBuYhQoqAEACLyyhO3mo4JHx.jpg,"[10749, 18, 12]",977,en,Tabu,"On the South Pacific island of Bora Bora, a young couple's love is threatened when the tribal chief declares the girl a sacred virgin.",9.485,/c4zfawkB8Jsp5lhWl62QCzczR3M.jpg,1931-08-01,Tabu,False,7.135,148,Tabu
3,False,/s8KURkMzPCQVPBHicJ9vkmooRuA.jpg,[18],135348,sv,Tabu,"Solidarity with the border people. Equal rights for the sexual  deviants. Kristoffer Lohman is a young solicitor who collects stories and knowledge of different perversions. This has affected and changed his own sexual life. Sara, a young well-behaved and adorned woman, becomes interested in Kristoffer's activity.",7.777,/hIvrgGNsYCDsaJC6Dkk5T3aE1fY.jpg,1977-01-28,Tabu,False,5.0,4,Tabu
4,False,,[],534643,en,Tabu,"Young musician goes on vacation with his family. He meets an older woman there, they fall in love and spend a passionate night together. The next day, his family has something shocking to tell him.",1.176,/ekfLoHZdFO7YiEJNQbxPcfesOUX.jpg,2010-05-01,Tabu,False,2.0,1,Tabu
5,False,/dFzXUygkd9gWI4MGO9KLGnBsA3b.jpg,[18],463332,pl,Tabu,"Story of a tragic love triangle that develops between a mother daugther and a farmhand. A good-looking widow lives alone on a farm with her teenage daughter. Their neighbor occasionally helps them in the farmwork. He would have eventually married the mother, but the daughter tries to seduce him at all costs. He becomes the lover of both women, but eventually runs away leaving the mother shattered and the daughter pregnant.",1.319,/hNi7hdZilu3ut9w6ZoyMAyIj075.jpg,1988-09-05,Taboo,False,6.143,7,Tabu
6,False,,[18],446877,da,Tabu,"A family is on the brink of dissolution. The parents relationship has run awry for many years and their two little girls are suffering as a result of their bitter arguments. It is as if a miracle is needed in order to save the marriage. The miracle occurs when a violent event takes place in the girls' lives forcing the parents to stick together and be there for the kids. The couple's love blossoms anew but what about the girls, how are they coping?",0.6,/a8GSj2xNUj67kEOR4ytr3w9iuFm.jpg,2012-12-03,Tabu,False,2.0,1,Tabu
7,False,,[],911366,en,Tabu,"""Tabu"", a film that takes the medium of short film very seriously, tells in 3 refreshing Minutes for which some people may need half their lives: the inadequacy of interpersonal communication, bundled in the dramaturgy of a board game. A at first sight harmless parlor game, the aim of which is to rewrite words as quickly as possible, turns out to be a concentrated family drama in which the unsaid becomes an increasingly large mental cinema. Who is playing with whom, who understands what? A power imbalance placed in the alleged garden idyll of the average family - cards on the table!",0.6,,,Tabu,False,0.0,0,Tabu
8,False,,[],995475,en,Tabú,"Marla, a student who works as a camgirl, is trying to get a better-paying job during the pandemic. During one of the interviews, she meets a guy who recognizes her from her videos and tries to mess with her head.",0.6,,,Tabú,False,0.0,0,Tabu
9,False,,[],784723,de,Die Sprache der Schatten: Tabu: Das filmische Vermächtnis,Luciano Berriatúa documentary on the making of Murnau's Tabu,0.6,,2007-10-07,The Language of Shadows: Tabu: The Cinematic Legacy,False,0.0,0,Tabu
10,False,,"[99, 10402]",1053748,sl,Tabu - Zgodba za jutri,"This Tabu biopic gives an honest, behind-the-scenes look at the ups and downs in the 20 years of the band. It tells the stories that have inspired some of their biggest in a long list of hits. It takes you backstage, painting the first truly honest portraits of the band members. Additional insights into their music are provided by their colleagues from the world of music, who consider Tabu a major player in the music scene.",0.6,/4YOnrQN6whIBP2VQFp0L0c90sE5.jpg,2019-05-09,Tabu - Story for Tomorrow,False,0.0,0,Tabu
11,False,,[],581832,fr,"Tabu, dernier voyage","The story of the shooting of F.W. Murnau's last film, Taboo, and the curse that followed for the German filmmaker.",0.6,/sM3RT0v5hk4jwtKudXkcxuaGPqD.jpg,1996-06-05,Tabu: Final Voyage,False,0.0,0,Tabu
12,False,/n78dPLDndTJqZq29Xq3lauHqLtS.jpg,[35],515816,fr,Raoul Taburin,"If anyone knows anything about bikes, it’s Raoul Taburin, official bicycle dealer of Saint Céron, a lovely village in the South of France. But Raoul has a terrible secret: he has never been able to keep his balance on a bike without using stabilisers. His childhood and teenage years were spent trying to overcome his flaw - in vain. All attempts to tell his secret have also failed. Nobody believes him. When photographer Hervé Figougne moves to Saint Céron, the two men become fast friends. And when Figougne offers to photograph Raoul riding a racing bike along a mountain precipice, the moment of truth has arrived. He does all he can to avoid the photo shoot. But everything goes against him and he finally has to accept his destiny. “At least”, he thinks, “people will have to believe me”. But for Raoul Taburin, things are never that simple...",5.97,/7fZCy3Fy6vIKdqIjLMmwvLgtApS.jpg,2019-04-10,Raoul Taburin,False,5.8,137,Tabu
13,False,,[],280870,en,ตะบันไฟ ตะไลเพลิง,A Chinese businessman (ผู้จัดการ) (Boo Wibunnan) needs to give protection fee to the mafia.,0.84,,1975-01-01,Tabun Fai Talai Plerng,False,0.0,0,Tabu
14,False,,[],392513,ja,ピカ☆★☆ンチ LIFE IS HARD たぶん HAPPY,"Pikanchi Half is a spin-off of the two previous movies in the Pikanchi series, showing the five friends, now in their 30s, having a reunion as they are running into problems with family and work",1.506,/AvulCKyXfwkD8jlhm23dF5vUdNz.jpg,2014-01-08,Pikanchi Half: Life is Hard Tabun Happy,False,4.0,2,Tabu
15,False,,[16],437646,es,"Tabú, colorete en polvo","A live action/animated commercial of a powder blush, it was made by one of the pioneers of Spanish animation, Josep Serra i Massana.",0.6,/qMq6NPzM8VgtDI5ZyhCduoA12mZ.jpg,1933-01-27,Tabú Powder Blush commercial,False,0.0,0,Tabu
16,False,,[],1185665,en,たぶん,"Sasano and Kanon, who had been living together in a college cafe, felt a rift in their feelings and decided to break up. Kawano, a member of the high school soccer team, and his manager Eguchi, whose summer tournament has been canceled due to self-restraint. Kuro and Nari, who are working adults but are still lovers, are unable to respond to each other's feelings. The ""most heartbreaking farewell?"" and ""the story of a new step"" between three groups of men and women, woven by a unique, rising star cast, are vividly colored by her theme song, ""Tafun"" by YOASOBI.",0.6,,,Tabun,False,0.0,0,Tabu
17,False,,[],1243128,de,Das letzte Tabu,"Hard to imagine, but true: According to current estimates, out of 500,000 active male football professionals worldwide, under ten (10) are openly homosexual. While homosexuality hardly plays a role in other areas of life today, the topic seems to be completely taboo in professional football.  The feature-length documentary THE LAST TABOO lets those who broke exactly this taboo tell their very personal stories alongside Thomas Hitzlsperger. Like the British professional footballer Justin Fashanu (*1961 in London; † 1998 in London), who broke this taboo for the first time in 1990 and paid for it with his life. His niece Amal tells his story. Marcus Urban, on the other hand, was about to make the jump to the Bundesliga as a teenager and, by deciding to come out, he also went against his big dream. The stories of the US professional Collin Martin and the British player-coach Matt Morton, on the other hand, suggest that normality is not far away.",3.405,/cNr5XybPHoSPqP0EWqmuVvzjU8r.jpg,2024-02-13,The Last Taboo,False,9.5,2,Tabu
18,False,,[18],315276,de,Tabu - Es ist die Seele ein Fremdes auf Erden,"The Austrian expressionist poet Georg Trakl was in love with his sister. And she loved him back. Their relationship became sexual and caused quite a stir in the local society. But when his sister asked him to flee with her to Australia where no one knew them and they could live as husband and wife, he refused for he could not live without the beauty of the German language. Torn between his love for words and his love for Grete, Georg turned to drugs and entered a downward spiral.",1.601,/zRNU87qE4xA2jV9hIC2CDjZMoz4.jpg,2011-06-28,Tabu - Es ist die Seele ein Fremdes auf Erden,False,6.0,8,Tabu
19,False,/3deAGN09WpwQXxtxUYHvbNAAowA.jpg,[18],83567,tr,Tabutta Rövaşata,"Mahsun Supertitiz is an unemployed homeless man who steals cars at night so that he can sleep in a heated place during the winter. Mahsun lives in Rumelihisar, an old section of Istanbul, and makes ends meet by getting the local fishermen to help him. Mahsun loves the cars he robs, cleans and polishes them, and drives them through the streets of Rumelihisar during the daytime.",3.938,/wZFHPRHKyN8nXEsZJ6tqTUbACuZ.jpg,1996-04-01,Somersault in a Coffin,False,7.522,67,Tabu
0,False,/qSOZayrXXeK6TMiBBL6wPCQsjab.jpg,"[18, 36, 10749]",11400,en,The New World,A drama about explorer John Smith and the clash between Native Americans and English settlers in the 17th century.,19.387,/dPyWMlQd54r3pK17GKG3iqjvNZ7.jpg,2005-12-25,The New World,False,6.528,1078,The New World
1,False,/dJv841wkNHm61hNCn5pJEOSVxNv.jpg,"[80, 27, 878, 53]",382272,ja,"デスノート, Light up the NEW world","10 years has passed since the confrontation between Kira and L. Again, Shinigami sends death notes to the ground and due to this, the world soon falls into chaos. Tsukuru is a member of the Death Note special task force team with 6 other investigators including Matsuda who experienced the Kira case of 10 years ago.  Mass murders caused by the death note takes place on Wall Street in the U.S., Shibuya in Japan and other places. World famous private investigator Ryuzaki, who is the rightful successor of L, also investigates the mass murders. They discover that 6 death notes exists in the world.  A computer virus called Kira spreads in the world. A message in the Kira virus says to turn in 6 death notes.  A person who has 6 death notes overwhelm the world. The confrontation begins between the person who wants Kira’s revival and the people who want to stop it.",16.146,/cDBV5mIMc8h0dsRHF43rUUk3I0O.jpg,2016-10-29,Death Note: Light Up the New World,False,6.413,144,The New World
2,False,,"[16, 28, 878]",974593,ja,超人ロック 新世界戦隊,"Azalea has been residing on the Colony-Planet of Dinahl, and she can't recall anything about herself until she hears a voice calling her name. Then there is another voice summoning her to go to a park on top of a skyscraper. Once she arrives there, she meets up with other people who also have no recollection of who they are or what they were doing before arriving at this destination as instructed by the voice. All the people assembled there possess superhuman powers, such as Eno's psychic power, Umoth's x-ray vision, Neia's teleportation powers, Azalea's telepathy, and Locke's electrical wizardry. Who has summoned them, and what will the five super-psychics confront?",8.279,/hrMHFVm1WMnFKmASlQPUVGwkOS6.jpg,1991-08-22,Locke the Superman: New World Command,False,0.0,0,The New World
3,False,/vhJ4WmM7RZtjRuTGeRLgNTjoIVl.jpg,"[28, 18, 53, 27]",496274,en,The Thinning: New World Order,Blake Redding is trapped in this dark room wanting to protect his love so the only thing he will do is escape like no failed student has done before.,11.183,/uQtYfyldOV3mPzclKr0K90FTS0n.jpg,2018-10-17,The Thinning: New World Order,False,7.041,111,The New World
4,False,/wkesE8qMiUXPRd6xSvwGb03frVL.jpg,"[9648, 18]",727342,ko,신세계로부터,,1.718,/9ek5DFp8mIF2t1cgD2Lq8eVLLlz.jpg,2023-12-20,From the New World,False,5.0,1,The New World
5,False,,[],784414,en,The New World,"A father obliges a young boy and takes him to watch movies at New World, Singapore’s iconic entertainment venue of the 1960s and 1970s. The boy is enthralled, growing up on a gamut of film genres. He loves both the comedies and tragedies. He laughs and cries with the characters, experiencing their joys and sorrows, and even falling in love with some of them. The line between reality and flimsy film is marred even, when unwittingly he allows a merging of his life with what goes on in the film world. Oblivious to the real world at times, he is forced to face harsh reality with the unexpected death of his father. Distraught, his escape into his make-believe world also ends suddenly when he stops watching films at the New World.",0.934,,2008-01-01,The New World,False,0.0,0,The New World
6,False,,"[18, 14]",966503,en,The New World,"A silent short film about a fairy who yearns to leave her world behind in favour of ours, but she must be willing to give up something important.",0.935,/ygoTmQTBHWIXiUHn8xmGyIJZ4ge.jpg,2010-10-08,The New World,False,0.0,0,The New World
7,False,,[878],661528,en,The New World,"Based on a Image Comics' comic, the comic is described as a genre-bending sci-fi that follows the lives of two lovers who go on the run as they navigate the New World order.",1.24,,,The New World,False,0.0,0,The New World
8,False,/q6xfNm7maaFDo9iRBGFF8Sm2RC0.jpg,[],921311,en,The New World,,0.6,/3uNKbB5xduTmdOtTRQMFLfZZRHx.jpg,2021-10-19,The New World,False,0.0,0,The New World
9,False,/b8dLyOnNQsgC8kL8J2GsxOj2dmT.jpg,[18],230326,fr,Le Nouveau Monde,"A young boy who worships all things American comes of age in Orleans, where over 14,000 American GIs were stationed.",5.748,/nBRRpbNROVOUVVl9jBLqhKB02Rq.jpg,1995-02-22,The New World,False,6.8,9,The New World
10,False,/adlZgxAudw3ZPA0HUcDzSTKrH8B.jpg,"[16, 10770, 14, 28]",755812,fr,"Miraculous World : New York, les héros unis","Marinette’s class is headed to New York, the city of superheroes, for French-American Friendship Week. The whole class is there...except Adrien, whose father refuses to let him go!",35.881,/9YbyvcrHmY2SVbdfXpb8mC4Fy0g.jpg,2020-09-25,"Miraculous World: New York, United HeroeZ",False,8.138,1051,The New World
11,False,/fcTgihGKh2H4XvOfg5AYEmcY8qp.jpg,[99],838880,en,"New Worlds, The Cradle of Civilization","Filmed during a hot summer night in Athens, Greece, New Worlds: The Cradle of Civilization, captures the final performance of Bill Murray and Jan Vogler’s 2018 European “New Worlds” tour.",1.849,/qqkZEXCc12TqYPkDz63lokRRbOF.jpg,2021-07-16,"New Worlds, The Cradle of Civilization",False,0.0,0,The New World
12,False,/o3MyntAtweBJF7Gd86SSNUPVZNx.jpg,[10402],532773,de,"Dvořák: From The New World – Gewandhausorchester Leipzig, Andris Nelsons, Kristine Opolais","Recorded live at the Gewandhaus zu Leipzig in May 2017, this release features a delightful concert by the Gewandhausorchester Leipzig and conductor Andris Nelsons. For the program, the conductor has chosen works by Antonin Dvorak, including the Othello Concert Overture, and his famous Symphony No. 9 in E minor- “From the New World.",0.706,/qBY2e7wDtU83WlEWIRa6fSegvMY.jpg,2018-02-23,Dvořák: From the New World,True,10.0,1,The New World
13,False,/6UnVwCA6F29erZK29PKqRyHqFA.jpg,"[53, 80, 18]",165213,ko,신세계,An undercover cop has his loyalties tested when the boss of the corporate gang he's spent years infiltrating dies.,15.317,/5Ai3BMJlDGOlZXbcDv3vnOM1CSp.jpg,2013-02-21,New World,False,7.448,417,The New World
14,False,,"[18, 10770]",188328,fr,Le Nouveau Monde,"When her biological clock starts ticking, Lucie tells her lesbian lover, Marion, that she wants a baby. Marion agrees, and the couple embarks on the delicate process of finding a suitable father -- eventually settling on Marion's old pal Hugo. Lucie and Marion's unconventional path to pregnancy elicits a full range of reactions from their friends and family in this charming French comedy.",0.782,/FXuMCPVoRnIXlGIm7dhxKXJ4nD.jpg,2008-05-21,The New World,False,3.0,4,The New World
15,False,,[10402],620568,ja,LIVE at BLITZ ～Make The New World Tour 2018～,"Features the final day of the tour ""Make The New World Tour 2018"" by Mary's Blood held on June 24 at BLITZ.",0.6,/jYZeP2JrqpWh3XnM5SBMBUOEtTe.jpg,2018-10-24,LIVE at BLITZ: Make The New World Tour 2018,True,10.0,1,The New World
16,False,,[99],846020,zh,水乳交融: 性在新大陸,"Blending Milk and Water: Sex in the New World is a cross-cultural, intergenerational, documentary about the diverse views of sex from twenty-two people. The recollections, fears and opinions of young people, professionals, healthworkers, educators, artists, community activists, and people living with AIDS are mixed.",0.6,/txE0EdOPlTACFEr5HHG5JzlCJI9.jpg,1996-01-01,Blending Milk and Water: Sex In the New World,False,0.0,0,The New World
17,False,,[16],648865,fr,Amerigo et le Nouveau Monde,"How did America get the Name we Use Today, ... Amerigo Vespucci, ... The name on the Map he had made for the New World, ... An Avid Explorer and Merchant who made a name for himself via an Oops.",1.485,/jjwk48j4RTFt2TMHod6XxhmUv9a.jpg,2019-12-31,Amerigo and the New World,False,0.0,0,The New World
18,False,/pdK32D76DV8KS2630UaoBdmG0xo.jpg,"[18, 878]",750380,ko,피원에이치: 새로운 세계의 시작,"The story of boys who are scattered in the past, present, and future to find the star of hope in order to save the Earth which is devastated by a virus spread by a group of evil.",6.923,/rfyD9ZtNx3kwQnGfGgz0fqUioQK.jpg,2020-10-08,P1H: A New World Begins,False,5.9,5,The New World
19,False,/7luHctKjK7Banqc8CYcyAuzoCQu.jpg,"[99, 10770]",476790,fr,Jeux vidéo: Les nouveaux maîtres du monde,"In thirty years, the video game has conquered an increasingly wide audience. Drawing on the recent work of economists, sociologists, experts and interviewing major players in this field, this investigation unravels the overwhelming domination of this new mass media.",1.132,/gxzj8HrCWwxbElgmVMzNqXcTXWf.jpg,2016-11-15,Video Games: The New Masters of the World,True,7.0,5,The New World
0,False,/8ZTVqvKDQ8emSGUEMjsS4yHAwrp.jpg,"[28, 878, 12]",27205,en,Inception,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",108.688,/oYuLEt3zVCKq57qu2F8dT7NIa6f.jpg,2010-07-15,Inception,False,8.367,35339,Inception
